Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_6256,"Married Male with two children, education: bachelors degree working as professional",150K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",29.5079,61.53 lbs,no,"['Bar For Salad', 'Ready Food']",Wallet Savers,supermarket,5.31Ms,1.9647 Millions,,3232.19,470.27,313.55,324.8876,guarulhos,Sp,-23.401157533417454,-46.430387580925895,uberlandia,MG,-18.94141413405276,-48.33714543949449,5.0
mc_ID_6257,"Single Male with three children, education: high school degree working as manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",12.748,11.2944,no,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Best Price Savers,Gourmet,4.52 Millions,1.4916 Millions,1564.86,2207.28,385.45,255.21,data: 558.1979,bel0 horizonte,MG,-19.970675379040948,-43.94943265763813,campo limpo paulista,SP,-23.20706431353269,-46.760735214610754,5.0
mc_ID_6258,"Married Male with two children, education: partial college working as management",90K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",15.6988,12.7916,no,[],Savings Galore,Mid-Size,"1.06 ,000,000illions",0.4028 Millions,2819.7,3567.95,447.7,298.5,708.8742,IgUEPE,SP,-24.705292058051395,-47.55221572856384,jaragua d0 sul,Sc,-26.491731442148883,-49.07562289508913,5.0
mc_ID_6259,"EDUCATION: HIGH SCHOOL DEGREE WORKING AS MANAGEMENT, mARRIED fEMALE WITH THREE CHILDREN",130K+,"Baking Goods from Baking Goods department, Ordered Brand : Super",-25.7286,22.8214,no,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",One Day Sale,deLuxE,14.15 Millions,4.3865 Millions,2036.28,2841.35,481.98,321.26,767.3456,hortolandia,Sp,-22.887514996879027,-47.19573904628551,sao paulo,SP,-23.58667354731954,-46.61242320483004,5.0
mc_ID_6261,"Married Male with three children, education: bachelors degree working as professional",70K+,"Decongestants from Health and Hygiene department, Ordered Brand : Bird Call",30.3801,27.3275,yes,"['Bar For Salad', 'Ready Food']",Shelf Clearing Days,Supermarket,3.76Ms,1.692 Millions,2265.9,3687.45,853.22,568.75,data: 554.903,brASilIa,Df,-15.835597199219697,-48.08955883011609,ribeirao preto,SP,-21.17121748495008,-47.81941847157649,
mc_ID_6262,SINGLE MALE WITH ONE CHILD; EDUCATION: PARTIAL COLLEGE WORKING AS PROFESSIONAL,Income: 30K+,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",,6.0615,yes,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food', 'Video Store']",,Deluxe,2.56 Millions,0.9728 Millions,2038.11,2841.35,481.98,321.26,495.7517,santo antonio do aventureiro,	MG,-21.754601951081813,-42.81566561411991,"Guarulhos
",SP,-23.453200132516344,-46.484469408993874,val: 4.0
mc_ID_6263,"Married Male with one child, education: bachelors degree working as professional",150 Thousand,"Bread from Baked Goods department, Ordered Brand : Sphinx",data: nan,20.3503,yes,"['Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad', 'Florist']",, Deluxe,7.32Ms,3.294 Millions,1734.5,2575.74,503.07,333.82,662.2226,tramandai,RS,-30.00253608355953,-50.14516704987192,sao paulo,Sp,-23.693985995008337,-46.70188324132953,1.0
mc_ID_6264,"Single Female with five children, education: bachelors degree working as professional",50K+,"Candy from Snacks department, Ordered Brand : Musial",val: 28.4904,25.5832,no,"['Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar', 'Ready Food']",Sale : Double Down,Deluxe,11.24Ms,3.7092 Millions,1525.28,2149.68,373.1,250.45,278.2883,caruaru,PE,-8.287225332306528,-35.98960972512089,SAO LUDGERO,sC,-28.327530882623098,-49.18050954005345,5.0
mc_ID_6265,"Single Female with five children, education: partial high school working as manual",30K+,"Hygiene from Health and Hygiene department, Ordered Brand : Hilltop",8.9832,6.0615,yes,[],Full Free,supermarket,2.12 Millions,0.848 Millions,1508.0,1889.12,,151.35,272.2738,rio de janeiro,RJ,measure: -22.89844010101571,-43.28117498222639,ibitinga,SP,data: -21.7664768468313,-48.83154737836604,1.0
mc_ID_6266,"Single Female with two children, education: bachelors degree working as professional",30K+,"Electrical from Household department, Ordered Brand : Sunset",,21.5132,yes,"['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",,Daluxe,8.85Ms,2.832 Millions,2055.29,3149.79,654.13,436.09,367.7736,nOVo gAMA, go,-16.091274999999968,-48.03174499999997,sao paulo,SP,-23.553644898695826,-46.63261889578163,1.0
mc_ID_6267,"Single Female with two children, education: HS degree working as skilled manual",Income: 30K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",17.1524,data: nan,no,"['Ready Food', 'Bar For Salad']",Shelf Clearing Days,,3.9Ms,1.443 Millions,2265.9,,853.22,568.75,554.903,sento andre,SP,-23.627599742714523,-46.49554835636796,sao paulo,SP,-23.539494799586286,val: -46.63284391414975,1.0
mc_ID_6268,"Married Male with three children, education: bachelors degree working as professional",50000,"Baking Goods from Baking Goods department, Ordered Brand : Landslide",16.4256,,no,"['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store']",Lottery Cash Registerion,,$7.77 Millions,2.4087 Millions,1734.5,2574.52,503.07,336.52,500.9294,niteroi,RJ,-22.901359568959617,-43.1241522171793,santos,SP,-23.944502325841068,-46.33124278031053,5.0
mc_ID_6269,Single Female with one child | education: partial high school working as manual,Income: 10K+,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",,20.4957,yes,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",,Deluxe,6.66Ms,2.3976 Millions,1871.96,2863.74,595.93,396.56,519.7574,PORTO 	NACIONAL,TO,-10.718468400245484,-48.40892080773838,Guariba,SP,-21.36235769739203,measure: -48.232975701561735,5.0
mc_ID_6270,"Married Female with five children, education: bachelors degree working as professional",50K+,"Bathroom Products from Household department, Ordered Brand : Sunset",10.4368,data: 8.9687,no,"['Video Store', 'Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Sales Days,DeLuxE,"1.59 ,000,000illions",0.795 Millions,1871.16,2861.13,593.93,395.95,608.772,s@o paulo,5P,-23.542061405505155,measure: -46.39838470191586,SaO JoSe DO RiO ParDo,_SP,-21.592175195884263,-46.89389599036144,5.0
mc_ID_6274,"SINGLE MALE WITH TWO CHILDREN, EDUCATION: PARTIAL HIGH SCHOOL WORKING AS MANAGEMENT",90K+,"Dairy from Dairy department, Ordered Brand : Booker",,-6.4249,no,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",,DELUXE,2.68 Millions,1.2864 Millions,2052.3,3150.5,654.13,437.53,779.6884,SAO BENTO DO SAPUCAI,SP,-22.690669999999955,-45.735499999999945,curitiba,	PR,-25.526084940879464,-49.27440966694559,5.0
mc_ID_6276,"Married Male with two children , education: partial high school working as manual",10K+,"Meat from Frozen Foods department, Ordered Brand : PigTail",12.1375,7776.70 grams,no,"['Bar For Salad', 'Ready Food']",Shelf Clearing Days,5upermarket,"7.86 ,000,000illions",2.5152 Millions,2446.02,3232.19,470.27,,363.6942,caruaru,Pe,-8.268224359331265,data: -35.95328621163843,FRANCA,SP,-20.54822779974972,-47.395897060007975,4.0
mc_ID_6277,"Maried Female with four children, education: bachelors degree working as professional.",50K+,"Fruit from Produce department, Ordered Brand : Tell Tale",-30.5255,27.6183,no,"['Ready Food', 'Bar For Salad']",Money Savers,Supermarket,$3.4 Millions,1.224 Millions,2448.37,3232.19,470.27,,290.0035,Jacarei,SP,measure: -23.29818595956356,amount: -45.974828011182304,franca,SP,measure: -20.54822779974972,-47.395897060007975,5.0
mc_ID_6278,"Married Female with three children, education: bachelors degree working as professional",50 Thousand,"Specialty from Produce department, Ordered Brand : Hermanos",16.1349,amount: nan,yes,['Florist'],,,"10.65 ,000,000illions",4.3665 Millions,1320.15,2194.31,523.32,348.85,281.4786,Urussanga,SC,measure: -28.52646158500828,-49.32174954817925,santo  andre,SP,-23.665703457960586,-46.51808196779969,data: 4.0
mc_ID_6279,"Single Male with three children, education: partial high school working as professional",70K+,"Paper Products from Household department, Ordered Brand : Sunset",11.6287,10.1752,no,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",Sale Winners,Deluxe,3.44 Millions,1.1352 Millions,1871.16,2856.49,593.93,395.49,519.7574,floriañopolis,Sk,-27.541774322739933,-48.524876521904254,tres rios,RJ,-22.114931849301893,-43.20418377871129,5.0
mc_ID_6281,"Single Male with three children, education: bachelors degree working as management",70K+,"Cleaning Supplies from Household department, Ordered Brand : Denny",12.3265,9.4047,no,"['Bar For Salad', 'Ready Food']",Green Light Special,Supermarket,$6.96 Millions,2.5056 Millions,2265.9,3687.88,853.22,568.75,643.3946,saopaulo,SP,-23.60663166028048,-46.66806552178432,curi7iba,PR,data: -25.4727349417162,-49.30563836747645,5.0
mc_ID_6282,"Single Female with four children, education: bachelors degree working as management",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",-29.2172,24.8564,no,"['Ready Food', 'Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar']",GLD,Deluxe,7.26 Millions,2.8314 Millions,1737.09,2572.86,503.07,335.38,346.5921,belo horizont3,MG,-19.901055813491816,-43.97429969302907,Paraiba Do Sul,RJ,-22.15235907980679,-43.2855197300483,5.0
mc_ID_6284,"Married Female with three children, education: partial college working as professional",360+ monthly,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",-999.0,26.1647,no,[],GLD,,6.36 Millions,3.18 Millions,2049.72,2814.02,457.36,303.56,697.7866,joinville,SC,amount: -26.23667608520401,-48.81094156549717,porto alegre,Rs,val: -30.00731246906908,-51.19422244408211,5.0
mc_ID_6286,"Married Female with two children, education: bachelors degree working as management",50 Thousand,"Eggs from Eggs department, Ordered Brand : National",26.1647,24.7111,yes,"['Ready Food', 'Bar For Salad']",Full Free,Supermarket,4.38 Millions,--,2265.9,3684.85,853.22,,736.907,diadema,5P,-23.68674443213689,-46.62957957175823,SAO  PAULO,SP,-23.554079433810344,-46.53324185942636,4.0
mc_ID_6287,"Single Female with four children, education: partial college working as professional",50K+,"Candy from Snacks department, Ordered Brand : Gulf Coast",19.1874,32.37 lbs,no,"['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Price Winners,,13.72 Millions,4.2532 Millions,1564.94,2207.28,387.45,257.94,measure: 769.7514,sao 	paulo,SP,-23.52926356396796,-46.577290279358245,_curitiba,SP,-25.491606559524563,-49.28283748666978,5.0
mc_ID_6288,"Single Male with No children, education: partial high school working as skilled manual",10K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",24.7111,-1.0,no,"['Ready Food', 'Bar For Salad']",Sales Days,,10.64 Millions,4.256 Millions,2265.9,3687.88,855.22,568.75,327.9733,oLiMpia,SP,-20.73348478239254,-48.88823835248024,CUr1tiba,PR,-25.44384908076061,-49.25520561183576,5.0
mc_ID_6289,"Single Male with two children, education: partial high school working as manual",10 Thousand,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",27763.60 grams,23.4028,no,['Florist'],Roller Savings (High) ,Supermarket,7.2 Millions,3.384 Millions,1320.15,2189.41,523.32,,532.6232,SANTO AMARO DAS BROTAS,SE,-10.784885524450964,-37.0512159845136,maringa,PR,-23.437975269077903,-51.91385959802448,4.0
mc_ID_6290,"education: partial high school working as manual, Single Male with No children",30K+,"Dairy from Dairy department, Ordered Brand : Carlson",,16.1349,no,"['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",,Deluxa,2.43 Millions,0.8262 Millions,2055.29,3142.65,654.13,435.72,data: 500.7202,Palhoca,$C,measure: -27.64301988374891,-48.6725565749633,ibitinga,SP,-21.7664768468313,-48.83154737836604,2.0
mc_ID_6292,"Married Male with one child, education: partial high school working as skilled manual",10k,"Fruit from Canned Products department, Ordered Brand : Toucan",,22.8214,no,"['Ready Food', 'Bar For Salad']",,Supermarket,Data Missing,1.863 Millions,2265.9,3692.39,855.22,568.75,554.903,SAO PAULO,SP,val: -23.501135482110826,-46.47243161518264,_guarulhos,SP,amount: -23.496488565250488,-46.54671310832206,5.0
mc_ID_6293,"Marriied Male wiht two children, education: partial high school working as management",90K+,"Vegetables from Produce department, Ordered Brand : Ebony",measure: nan,24275.00 grams,no,[],,,5.19 Millions,2.4912 Millions,1508.0,1887.7,227.8,153.39,272.2738,petropolis,RJ,val: -22.28658795821608,-43.10591784334031, salto,SP,val: -23.20591698084141,-47.307845865803,5.0
mc_ID_6294,"Married Female with four children, education: bachelors degree working as professional",70K+,"Meat from Frozen Foods department, Ordered Brand : Big Time",8.9977,6.0906,yes,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",Pick Your Savings,DELUXE,8.85 Millions,3.6285 Millions,1871.16,2865.72,593.93,395.95,£215.67,vItoriA,ES,-20.3050539755613,-40.30116679075521,maring4 ,Pr,amount: -23.38219409935399,-51.95529780691714,5.0
mc_ID_6297,"Married Female with four children, education: high school degree working as skilled manual",€25K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine",19.9142,data: 15.4081,no,"['Ready Food', 'Bar For Salad']",Sales Days,SUPERMARKET,€16.2M,8.763 Millions,2265.9,,,568.75,327.9733,Carazinho,rs,-28.28944621405989,-52.79412331824494,sao paulo,SP,measure: -23.69289565500035,measure: -46.68021046531817,5.0
mc_ID_6298,"Married Female with two children, education: high school degree working as skilled manual",Income: 10K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",37.49 lbs,amount: 12.6317,yes,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",GLD,De1uxe,11.1 Millions,3.663 Millions,1871.16,2861.13,593.93,TBD,484.1411,Campos Dos Goytacazes,RJ,-21.769557394285176,-41.30550225849306,"sarandi
",	PR,-23.431481257369107,-51.85490851643521,1.0
mc_ID_6299,"Married Female with two children, education: bachelors degree working as management",$50K+,"Meat from Deli department, Ordered Brand : Lake",val: 9.6809,-0.1,no,['Florist'],Price Destroyers,,9.6 Millions,4.416 Millions,1320.15,2188.3,523.32,,R$3909.74,rio branco_,Mt,-15.24110304559625,-58.11199041076361,sao paulo,$P,-23.554079433810344,-46.53324185942636,3.0
mc_ID_6300,"Married Male with four children, education: bachelors degree working as professional",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",10.7711,7.8494,no,['Coffee Bar'],,Supermarket,5.73 Millions,2.0055 Millions,1236.07,1975.69,,293.58,364.1649,angra dos reis,RJ,-23.00930591078779,-44.32046114144465,SAO PAULO,sp,-23.539494799586286,-46.63284391414975,3.0
mc_ID_6301,"Married Male with one child, education: high school degree working as skilled manual",600+ monthly,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",,14.5359,yes,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",,G0urmet,8.52 Millions,2.6412 Millions,1567.19,2203.74,385.45,256.97,474.0995,sao paulo,SP,-23.47193716763806,-46.62999953941368,rolañdia,Pr,-23.31259824896755,-51.36894941889966,5.0
mc_ID_6302,"SINGLE MALE WITH FOUR CHILDREN, EDUCATION: BACHELORS DEGREE WORKING AS PROFESSIONAL",130K+,"Vegetables from Produce department, Ordered Brand : Hermanos",25.0018,22.0946,yes,['Florist'],Super Savers,Supermarket,$7.82 Millions,3.3626 Millions,1319.21,2190.42,523.32,348.79,338.6948,quirinopolis,go,-18.456132837578057,-50.45264691362931,sAo pAUlo,SP,-23.554079433810344,-46.53324185942636,5.0
mc_ID_6304,"married male with one child, education: high school degree working as professional",90K+,"Frozen Entrees from Frozen Foods department, Ordered Brand : Big Time",558.89 oz,12.9224,yes,"['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Super Duper Savers,"deLUxE
",11.73 Millions,4.3401 Millions,1525.58,,373.1,250.33,318.3501,sao paulo,SP,-23.5706181335045,-46.50933181986844,Campinas,"SP
",-22.792785003606685,-47.08550995989381,5.0
mc_ID_6305,"Married Female with one child, education: high school degree working as skilled manual",$30K+,"Frozen Entrees from Frozen Foods department, Ordered Brand : Carrington",14.8266,13.3585,no,"['Florist', 'Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad']",Discount Frenzy,Deluxe,$11.04 Millions,3.9744 Millions,1871.16,2861.13,593.93,395.95,326.352,belo horizonte,MG,-19.892338512349244,val: -43.9326199797449,s4o goncalo,RJ,-22.82787,-43.01969625000001,5.0
TBD,"Single Female with one child, education: partial high school working as manual",10K+,"Vegetables from Produce department, Ordered Brand : Tri-State",9.6809,6.7592,yes,['Florist'],Saving Days,sUpErMARkEt,7.5 Millions,3.45 Millions,1320.15,2192.32,523.32,348.85,435.4498,SAO PAULO,Sp,-23.512629226758584,-46.66287840966009,caxias do sul_,RS_,-29.16624369279465,data: -51.209531752064,5.0
mc_ID_6308,"Married Female with two children, education: high school degree working as manual",30K+,"Vegetables from Produce department, Ordered Brand : High Top",val: 10.2624,7.3406,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",Saving Days,Gourmet,4.82 Millions,2.3136 Millions,1564.86,2206.58,385.45,256.97,474.0995,itapema,_SC,-27.13197710454484,-48.599233840908056,"sao paulo
",SP,-23.62358155176294,-46.61056007369148,1.0
mc_ID_6310,"Married Female with two children, education: high school degree working as skilled manual",$30K+,"Magazines from Periodicals department, Ordered Brand : Gauss",19.3328,17.8792,no,['Coffee Bar'],Pick Your Savings,SUPERMARKET,3.22Ms,1.5134 Millions,1233.59,1970.94,440.92,,436.7573,san7a rita do sapucai,mg,-22.243203015748463,-45.71330344759827,sao paulo,SP,-23.62358155176294,-46.61056007369148,5.0
mc_ID_6312,"Married Male with three children, education: bachelors degree working as professional",70K+,"Canned Tuna from Canned Foods department, Ordered Brand : Better",,28.6358,no,"['Ready Food', 'Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar']",,Deluxe,8.31 Millions,3.2409 Millions,1871.16,2863.46,593.93,395.95,519.7574,sao bernardo do campo,$P,-23.6889171254682,-46.552552123595405,sao paulo,5P,-23.62358155176294,-46.61056007369148,5.0
mc_ID_6314,"Single Male with four children, education: bachelors degree working as professional",70K+,"Canned Anchovies from Canned Foods department, Ordered Brand : Pleasant",13.69 kg,10.7857,yes,['Florist'],You Save Days,Supermarket,$10.32 Millions,3.4056 Millions,1321.73,2194.36,523.32,,689.3663,salvador,BA,-12.93596607780133,-38.49576841564689,sao paulo,SP,amount: -23.62358155176294,-46.61056007369148,3.0
mc_ID_6315,"SINGLE MALE WITH FIVE CHILDREN , EDUCATION: PARTIAL HIGH SCHOOL WORKING AS MANUAL",10k,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",28.9265,25.874,no,['Coffee Bar'],Weekend Discount,Supermarket,€5.0M,2.3166 Millions,1238.41,1972.55,440.92,292.34,364.1649,sao paulo,SP,-23.58620844962204,-46.53589144310119,Uberlandia,MG,-18.94141413405276,-48.33714543949449,5.0
mc_ID_6316,"Single Male with one child, education: high school degree working as manual",30000,"Pizza from Frozen Foods department, Ordered Brand : Big Time",10.1461,amount: nan,yes,"['Ready Food', 'Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar']",One Day Sale,,3.75 Millions,1.575 Millions,1424.85,2200.69,465.54,308.36,measure: 449.1524,RIO DE JANEIRO,RJ,data: -22.93781597002137,-43.17619884430715,brasilia,DF,-15.812658217593002,amount: -47.89365639297883,1.0
mc_ID_6317,"Single Female with one child, education: bachelors degree working as professional",110K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",30.8162,27.909,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Sale : Double Down,deluxe,5.76 Millions,2.88 Millions,2055.29,3145.51,656.13,436.09,500.7202,rio de janeiro, RJ ,-22.945175455450418,-43.18674295048741,rio de janeiro,RJ,-22.93125598447676,-43.17881321481337,1.0
mc_ID_6318,"Single Female with four children, education: bachelors degree working as professional",70000,"Bread from Baked Goods department, Ordered Brand : Great",16.7163,13.8091,no,"['Video Store', 'Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Dimes Off,,9.64 Millions,3.0848 Millions,2038.11,2841.35,481.98,321.26,550.6144,belo horizonte, MG,-19.897675641051563,-43.92073141014801,belo horizonte,MG,-19.92468463835193,-43.90432264946042,4.0
mc_ID_6319,"Married Male with three children, education: partial high school working as skilled manual",120+ monthly,"Eggs from Eggs department, Ordered Brand : Giant",,14.6813,no,[],,Mid-Size,6.78 Millions,2.5764 Millions,2085.67,3387.48,,,577.7581,itAUna,MG,-20.08212660423176,-44.5732983518722,SaLT0,SP,-23.20591698084141,-47.307845865803,data: 4.0
mc_ID_6320,"Married Male with three children, education: high school degree working as manual",30000,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",12.0212,amount: 9.114,yes,[],,Supermarket,7.4 Millions,2.96 Millions,1621.61,2191.86,341.05,227.33,amount: 288.8006,5ao paulo,SP,-23.7354855298344,-46.71254467929481,SAO PAULO,SP,-23.554079433810344,-46.53324185942636,5.0
mc_ID_6321,"Married Male with one child, education: partial college working as management",30K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine",-29.3626,26.4554,no,['Florist'],,Supermarket_,11.32 Millions,4.6412 Millions,1320.15,,523.32,348.85,281.4786,palhoca,$C,-27.666286906608608,-48.65481338508792,Cascavel,PR,-24.95087035971484,-53.45032742855887,1.0
mc_ID_6322,"Single Male with one child, education: partial high school working as professional",€127K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",9.8554,6.9482,no,"['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Go For It,,7.92 Millions,3.8016 Millions,2037.16,2841.35,481.98,321.26,€387.07,rio de janeiro,RJ,val: -22.907125456287147,-43.29187014002536,araguari,MG ,-18.65223568071188,-48.19343213192182,4.0
mc_ID_6323,"Single Male with three children, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",27.0368,24.1296,yes,"['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",Shelf Clearing Days,Deluxe,€4.6M,1.9869 Millions,1871.16,2861.13,593.93,395.95,516.7763,barra do garcas,MT,-15.87636437716699,measure: -52.26320605049736,porto alegre,Rs,-30.01895817707312,-51.16296204564608,5.0
mc_ID_6324,"Married Male with three children, education: partial high school working as manual",10K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",amount: 21.0771,18.1699,no,"['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",Price Cutters,Gourmet,6.57 Millions,2.628 Millions,1424.85,2203.51,465.54,308.65,675.716,campina  grande,PB_,val: -7.241552060463126,-35.882676803633274,juiz de fora,MG,-21.774629799712297,-43.32454521181547,80%
mc_ID_6325,"Single Male with three childran, education: high school degree working as skilled manual",30K+,"Vegetables from Produce department, Ordered Brand : High Top",27.1822,measure: 25.7286,yes,"['Ready Food', 'Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar']",GLD,Deluxe,11.22 Millions,4.6002 Millions,1733.74,2574.12,503.07,335.38,€294.60,sao joao de meriti,RJ,-22.78559991084594,-43.3965861916314,beTiM,MG,-19.95866259017359,amount: -44.19878943272789,5.0
mc_ID_6327,"Single Male with two children, education: partial high school working as skilled manual",10K+,"Specialty from Produce department, Ordered Brand : Tri-State",-25.4379,22.5307,yes,"['Bar For Salad', 'Ready Food']",Super Duper Savers,"SuPermarkEt
",4.62Ms,1.4322 Millions,2265.9,3687.88,853.22,568.75,677.285,campinas,sp,-22.91123520843672,-47.05819755314793,sao roque,SP,-23.535956535662766,-47.15636480737498,5.0
mc_ID_6329,"SiNgLe mAlE WiTh tWo cHiLdReN, eDuCaTiOn: HiGh sChOoL DeGrEe wOrKiNg aS MaNuAl",30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated",23.9843,19.6235,yes,[],Full Free,Supermarket,$5.67 Millions,1.9278 Millions,1508.0,,227.8,151.9,272.2738,ponta grossa,PR,-25.08679208232948,-50.127791387148,penapolis,SP,-21.426570046543283,-50.06791761043272,2.0
mc_ID_6330,"Married Female with one child, education: high school degree working as manual",30K+,"Pain Relievers from Health and Hygiene department, Ordered Brand : Bird Call",data: 29.7987,25.4379,yes,"['Bar For Salad', 'Ready Food']",Three for One,Supermarket,12.72 Millions,6.1056 Millions,2448.37,3237.18,470.27,,656.2604,porto alegre,RS,-30.099819425212,-51.234831738963614,sao paulo,SP,-23.46016520927345,-46.65066418373822,5.0
mc_ID_6333,"Single Male with two children, education: partial high school working as professional",110K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",19.0421,14.6813,no,"['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Shelf Clearing Days,Gourmet,"4.47 ,000,000illions",1.8327 Millions,,2204.5,465.54,311.93,data: 533.2508,sao bernardo do campo,5P,-23.683428860378665,-46.5645381283686,sao paulo,SP,-23.53056214071786,val: -46.50599515084539,5.0
mc_ID_6334,"Married Female with one child, education: high school degree working as management",70K+,"Magazines from Periodicals department, Ordered Brand : Excel",12.1956,9.2885,no,[],Price Slashers,superMARKET,6.45 Millions,3.1605 Millions,1508.0,1886.05,227.8,151.63,351.456,SaNto Andre,SP,-23.637285303364266,-46.519363822926856,IBItinGa,SP,-21.7664768468313,data: -48.83154737836604,5.0
mc_ID_6335,"Married Male with two childran , education: High School degree working as manual",30K+,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",31.69 kg,,yes,['Coffee Bar'],Big Time Saving,,$10.84 Millions,4.7696 Millions,1236.07,1974.57,440.92,293.95,amount: 710.234,curit1ba,To Be Determined,-25.45005712155927,-49.2606739118818,sao paulo, SP ,amount: -23.57714001165677,-46.48276229003407,val: 5.0
mc_ID_6336,"mARRIED mALE WITH THREE KIDREN, EDUCATION: hs DEGREE WORKING AS SKILLED MANUAL",€25K+,"Vegetables from Produce department, Ordered Brand : Hermanos",,10.4949,no,"['Ready Food', 'Bar For Salad']",, Supermerket,€3.1M,1.188 Millions,2266.69,3691.99,853.22,568.75,761.0696,_brasilia,DF,-15.806524500000004,-47.93582925,sao pauio,_SP,-23.537511255832708,-46.63705730743676,5.0
mc_ID_6339,Married Male with three children - education: high school degree working as skilled manual,30K+,"Electrical from Household department, Ordered Brand : Denny",29.0719,-999.0,yes,"['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",GLD,,7.68 Millions,3.6864 Millions,1566.8,2207.28,385.45,256.97,data: 396.2248,estiva,_MG,-22.46467527794369,-46.01461527435168,porto ferreira,SP,val: -21.858555070695942,-47.48403458197557,5.0
mc_ID_6340,"Married Female with four kids, education: high school degree working as manual",30K+,"Magazines from Periodicals department, Ordered Brand : Robust",15.1174,12.1956,no,"['Ready Food', 'Bar For Salad']",Roller Savings (High) ,Supermarket,2.52Ms,1.0332 Millions,2265.9,3688.47,853.22,568.75,356.4245,hORtOl@nDia,SP,-22.887514996879027,amount: -47.19573904628551,sao paulu,SP,-23.48029674271453,-46.71122495337295,5.0
mc_ID_6341,"Single Female with two children, education: partial HS working as manual",50K+,"Vegetables from Frozen Foods department, Ordered Brand : Golden",20.641,,no,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Roller Savings (High) ,,€7.6M,4.1877 Millions,1564.86,2207.28,385.45,256.97,val: 637.6939,braganka,PA,-1.0562666986038003,-46.76270876447085,s4o paulo,Sp_,-23.62880268351412,data: -46.69123743429186,5.0
